Key,Source,Context,Changes,English,French,German,Klingon,Spanish
bandanaDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nThis bandana looks like its seen it all, the embroidery reads 'A.R'.",,,,
bandanaGreen,items,Clothes,KgNone,Green Bandana,,,,
bandanaGreenDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nIf you didnt smell so much in the apocalypse it might help you hide from the bandits and zombies.,,,,
bandanaRed,items,Clothes,KgNone,Red Bandana,,,,
bandanaRedDesc,items,Item,,"Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nLooking at the name tag it reads Pvt. Vasquez"" putting it on you feel like a badass.""",,,,
banditArmorGroupDesc,items,Clothes,New,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nIt may look like junk but it was worn by a survivor so it clearly works.,,,,
barbedFence,blocks,Trap,KgNone,Barbed Wire Fence,,,,
barbedFenceDesc,blocks,Trap,EnChanged,"Barbed wire fences made from wood and iron can slow down enemies, making them easier to deal with. Place them by using the secondary action.",,,,
barbedWireSheet,blocks,Trap,KgNone,Barbed Wire,,,,
barbedWireSheetDesc,blocks,Trap,EnChanged,"Barbed wire made from iron can slow down enemies, making them easier to deal with. Place it by using the secondary action.",,,,
barStool,blocks,Block,New,Bar Stool,,,,
barter,progression,Perk,New,Barter,,,,
barterDesc,progression,Perk,New,Reduce the cost of goods and sell them for more Dukes by improving this skill.,,,,
barterTitle,progression,Skill,,Bartering,,,,
baseHair,,Menu,KgNone,Base Hair,,,,
batterybank,blocks,Electricity,New,Battery Bank,,,,
batterybankSchematic,items,Book,New,Battery Bank Schematic,,,,
batterybankSchematicDesc,items,Book,New,Type: [decea3]Schematic[-] [FF684F](Extremely Rare)[-]\nMaterial: [decea3]Paper[-]\n\nLearn to craft a battery bank by reading this schematic.,,,,
BDKWarning,buffs,Buff,New,Blood Loss,,,,
BDKWarningDesc,buffs,Buff,New,You are feeling weak from the blood loss.,,,,
beaker,items,Item,KgNone,Beaker,,,,
beaker2Desc,items,Item,,A cooking utensil used in the Chemistry Station to unlock recipes.,,,,
beakerDesc,items,Item,KgNone,Type: [decea3]Tool[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Glass[-]\n\nA cooking utensil used in the campfire to unlock recipes. Its the apocalypse and your only one so don't drop it.,,,,
bed01,blocks,Block,KgNone,An Old Bed,,,,
bed01Frame,blocks,Block,KgNone,Iron Bed Frame,,,,
bed02,blocks,Block,KgNone,King Size Bed,,,,
bedGroupDesc,blocks,Block,KgNone,Placing it on the ground will let you spawn there when you die and then show the spot on your map.,,,,
bedroll,blocks,Block,KgNone,Bedroll,,,,
bedrollDesc,blocks,Block,,Type: [decea3]Spawn Point[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Plant Fibers[-]\n\nPlacing it on the ground will let you spawn there when you die. Last placed location will be shown on the map.,,,,
beer,items,Food,KgNone,Beer,,,,
beerBook,items,Book,New,Tasting And Brewing,,,,
beerBookDesc,items,Book,New,Type: [decea3]Schematic[-] [FF684F](Extremely Rare)[-]\nMaterial: [decea3]Paper[-]\n\nRead this book to learn how to grow hops and brew beer.,,,,
beerBuzz,buffs,Buff,EnChanged KgNone,Buzzed,,,,
beerBuzzDesc,buffs,Buff,KgNone,A nice buzz. There may be a duration but you don't care.,,,,
beerBuzzTooltip,buffs,Buff,KgNone,A nice buzz.,,,,
beerDesc,items,Food,EnChanged KgNone,"Type: [decea3]Alcohol[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Chemistry Station[-]\nMaterial: [decea3]Glass[-]\n\nHome made Beer. Gain stamina, bravado and stun immunity all in one bottle of this tasty home brewed beer. Just like grandpa used to make.",,,,
bellows,items,Item,KgNone,Bellows,,,,
bellowsDesc,items,Item,EnChanged,"Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Leather[-]\n\nBellows made with wood, leather and pipes are needed to make a forge.",,,,
belly,UI,Menu UMA,KgNone,Belly,,,,
berserk,buffs,Buff,,Berserk,,,,
berserkDesc,buffs,Buff,,KILL!,,,,
berserkTooltip,buffs,Buff,,KILL!,,,,
betterLeadThanDead,progression,Perk,KgNone,Better Lead Than Dead,,,,
betterLeadThanDeadDesc,progression,Perk,GrChanged,This is my rifle. There are many like it but this one does more damage with every rank.,,,,
bioFuel,items,Item,KgNone,Biofuel,,,,
bioFuelDesc,items,Item,KgNone,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Chemistry Station[-]\n\nBiofuel is made at the campfire and can be used to make gasoline.,,,,
birdsnestDesc,blocks,Blocks,Kgnone,Use these as decoration or to make chicken farms. They will not produce loot.,,,,
biscuit,items,Food,,Biscuit,,,,
biscuitDesc,items,Food,,They're kinda dry but these biscuits are a nice handy food and easy to make. If only you had some jam...,,,,
biscuitJam,items,Food,,Biscuit and Jam,,,,
biscuitJamDesc,items,Food,,These biscuit are soft and delicious thanks to a nice coating of tasty jam.,,,,
blackCowboyHat,items,Clothes,KgNone,Black Cowboy Hat,,,,
blackCowboyHatDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Leather[-]\n\n,,,,
blackDenimPants,items,Clothes,KgNone,Black Denim Pants,,,,
blackDenimPantsDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n,,,,
bladeTrap,blocks,Electricity,New,Blade Trap,,,,
bladeTrapDesc,blocks,Electricity,New,Used to chop up zombies into many pieces. Just add zombies and stir.,,,,
bladeWeapons,progression,Skill,KgNone,Blade Weapons,,,,
bladeWeaponsDesc,progression,Skill,KgNone,Do more damage with bladed weapons and harvest faster if applicable. Gain skill by using items from this group.,,,,
bleedingOut,buffs,Buff,KgNone,Bleeding Out,,,,
bleedingOutDesc,buffs,Buff,KgNone,"You are bleeding out and will die soon. Use a bandage, first aid bandage or first aid kit to stop the bleeding.",,,,
bleedingOutTooltip,buffs,Buff,KgNone,You are bleeding out. Use a bandage to stop the bleeding.,,,,
blockBurnEffectDesc,buffs,Buff,New,This is hot! Do not just stand here!,,,,
blockBurnEffectName,buffs,Buff,New,Hot!,,,,
blockBurnEffectTooltip,buffs,Buff,New,Hot! Hot! Hot! Do not just stand here!,,,,
blockCantPlaced,UI,HUD,KgNone,Not possible to place here.,,,,
blockcommand_close,blocks,Radial,New,Close,,,,
blockcommand_edit,blocks,Radial,New,Edit,,,,
blockcommand_keypad,blocks,Radial,New,Enter code,,,,
blockcommand_light,blocks,Radial,New,Switch on/off,,,,
blockcommand_lock,blocks,Radial,New,Lock,,,,
blockcommand_open,blocks,Radial,New,Open,,,,
blockcommand_options,blocks,Radial,New,Options,,,,
blockcommand_owner,blocks,Radial,New,??,,,,
blockcommand_pickup,blocks,Radial,New,Pickup,,,,
blockcommand_Search,blocks,Radial,New,Search,,,,
blockcommand_take,blocks,Radial,New,Take,,,,
blockcommand_trade,blocks,Radial,New,Trade,,,,
blockcommand_unlock,blocks,Radial,New,Unlock,,,,
bloodBag,items,Medical,KgNone,Blood Bag,,,,
bloodBagDesc,items,Medical,KgNone,Type: [decea3]Medicine[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Organic[-]\n\nUse blood bags to restore a little health or to craft first aid kits.,,,,
bloodDrawKit,items,Medical,KgNone,Blood Draw Kit,,,,
bloodDrawKitDesc,items,Medical,KgNone,Type: [decea3]Tool[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Iron[-]\n\nUse blood draw kits to make blood bags. These are used to craft first aid kits.,,,,
blueberries,items,Farming,KgNone,Blueberries,,,,
blueberriesDesc,items,Farming,KgNone,"Type: [decea3]Food[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nBlueberries can be eaten, used to make pies or turned into blueberry seeds.",,,,
blueberryJam,items,Food,,Blueberry Jam,,,,
blueberryJamDesc,items,Food,,Delicious blueberry jam.,,,,
blueberryPie,items,Food,KgNone,Blueberry Pie,,,,
blueberryPieDesc,items,Food,KgNone,"Type: [decea3]Food[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Campfire, Oven, Wall Oven[-]\nMaterial: [decea3]Organic[-]\n\nThis homemade blueberry pie is nutritious and raises your wellness. Mmm...just like Grandma used to make.",,,,
blueberrySeed,items,Farming,EnChanged KgNone,Blueberry Seed,,,,
blueberrySeedDesc,items,Item,,Type: [decea3]Seed[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\n\nPlant it on fertile ground and after a while a tree will grow.,,,,
bluePill,items,Medical,New,Blue Pill,,,,
bluePillBuffDesc,buffs,Buff,New,You chose the blue pill. Inconveniences like hunger won't bother you any more. Use the Red Pill to debuff.,,,,
bluePillBuffName,buffs,Buff,New,Blue Pill,,,,
bluePillBuffTooltip,buffs,Buff,New,Use the Red Pill to debuff.,,,,
bluePillDesc,items,Medical,New,Type: [decea3]Medicine[-] [FF684F](Extremely Rare)[-]\nMaterial: [decea3]Chemical mixture[-]\n\nMost powerful pill you can get they say,,,,
blueSpruceSeed,items,Farming,KgNone,Blue Spruce Seed,,,,
blueSpruceSeedDesc,items,Item,,Type: [decea3]Seed[-] [CCCCCC](Common)[-]\n\nPlant it on fertile ground and after a while a tree will grow.,,,,
blunderbuss,items,Gun,KgNone,Blunderbuss,,,,
blunderbussAmmo,items,Ammo,KgNone,Blunderbuss Ammo,,,,
blunderbussAmmoDesc,items,Ammo,EnChanged,Type: [decea3]Ammunition[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Ammunition Table[-]\nMaterial: [decea3]Paper[-]\n\nBlunderbuss ammo can be made with paper and gun powder plus small rocks.,,,,
blunderbussAmmoShredder,items,Gun,,Blunderbuss Shredder Ammo,,,,
blunderbussDesc,items,Gun,EnChanged,Type: [decea3]Range Weapon[-] [CCCCCC](Common)[-]\nAmmo: [decea3]Blunderbuss Ammo[-]\nClip Size: [decea3]1[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Iron[-]\n\nA primitive muzzle loader can be crafted from mainly forged iron. Effective at very close ranges.,,,,
BlunderbussShredderDesc,items,Gun,,This blunderbuss ammo has been mixed with sharp shards to increase its bleed chance and damage.,,,,
bluntWeapons,progression,Skill,KgNone,Blunt Weapons,,,,
bluntWeaponsDesc,progression,Skill,KgNone,Do more damage with blunt weapons. Gain skill by using items from this group.,,,,
boardedWindowsSheet4,blocks,Block,KgNone,Window Boards,,,,
boardedWindowsSheet4Desc,blocks,Block,,Type: [decea3]Decorative Block[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Wood[-]\n\nProvides decent protection. Board up those windows so that undead can't crawl in your shelter that easily.,,,,
boiledMeat,items,Food,KgNone,Boiled Meat,,,,
boiledMeatDesc,items,Food,EnChanged,"Type: [decea3]Food[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Campfire, Oven, Wall Oven[-]\nMaterial: [decea3]Organic[-]\n\nWhile not as yummy as grilled meat, boiling is an efficient way to prepare a meal.",,,,
boneShiv,items,Melee,KgNone,Bone Shiv,,,,
boneShivDesc,items,Melee,KgNone,"Type: [decea3]Melee Weapon[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Bones[-]\n\nBasic tool for slicing wood to gain [decea3]Resin[-], cactuses to gain [decea3]Yucca Fruit[-]. Also useful for gutting animals.",,,,
book,items,Item,KgNone,Book,,,,
bookDesc,items,Item,KgNone,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Paper[-]\n\nAn old book will get you paper.,,,,
boomStick,progression,Perk,KgNone,Boom Stick,,,,
boomStickDesc,progression,Perk,KgNone,Your aim may be so-so but you do more damage with every rank.,,,,
bootsDark,items,Clothes,,Dark Boots,,,,
boringnicebeddesc,Items,Item,kgnone,This bed is just regular,,,,
bottledRiverWater,items,Food,KgNone,Bottled Murky Water,,,,
bottledRiverWaterDesc,items,Food,KgNone,"Type: [decea3]Drink[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Campfire, Oven, Wall Oven[-]\nMaterial: [decea3]Glass[-]\n\nDisgusting murky water but it's the apocalypse. You can't be picky. Boil at a campfire to purify it.",,,,
bottledWater,items,Food,KgNone,Bottled Water,,,,
bottledWaterDesc,items,Food,KgNone,"Type: [decea3]Drink[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Campfire, Oven, Wall Oven[-]\nMaterial: [decea3]Glass[-]\n\nFresh bottled water. Well as fresh as you can get in the apocalypse.",,,,
bowl,items,Food,,Clay Bowl,,,,
bowlChili,items,Food,,Bowl of Chili,,,,
bowlDesc,items,Food,,Use clay bowls for cooking stews and other various foods.,,,,
bowlFruit,items,Food,,Bowl of Fruit,,,,
bowlFruitDesc,items,Food,,This bowl of fruit may not be very filling but its very healthy for you.,,,,
bowlMiso,items,Food,,Bowl of Miso,,,,
bowlMurkyDesc,items,Food,,This bowl is full of murky water. Boil it or use purification tablets to clean it.,,,,
bowlMurkyWater,items,Food,,Bowl of Murky Water,,,,
bowlPasta,items,Food,,Bowl of Pasta,,,,
bowlRamenNoodles,items,Item,,Bowl of Ramen,,,,
bowlRamenNoodlesDesc,items,Item,,A nice warm bowl of ramen noodles. Shame you have no crackers.,,,,
bowlSoup,items,Food,,Bowl of Soup,,,,
bowlStock,items,Food,,Bowl of Stock,,,,
bowlWater,items,Food,,Bowl of Water,,,,
bowlWaterDesc,items,Food,,A bowl of clean water. Great for making food but could be drunk if in a pinch.,,,,
breakdownWeapon,UI,Menu,KgNone,Breakdown Item,,,,
breakingAndEntering,progression,Perk,New,Breaking And Entering,,,,
breakingAndEnteringDesc,progression,Perk,New,...but mostly breaking. Get better at smashing doors or walls with clubs or a sledgehammer.,,,,
breastSize,UI,Menu UMA,KgNone,Chest Size,,,,
BreweryDesc,blocks,Block Building,,This workstation is used to make alcoholic brews.,,,,
brickArch,blocks,Block,New,Brick Arch 2m,,,,
brickBlock,blocks,Block,KgNone,Bricks,,,,
brickCNRFull,blocks,Block,KgNone,Brick Full Corner,,,,
brickCNRInside,blocks,Block,KgNone,Brick Inside Corner,,,,
brickCNRRamp,blocks,Block,KgNone,Brick Ramp Corner,,,,
brickCNRRampFiller,blocks,Block,New,Brick Ramp Corner Filler,,,,
brickCNRRound,blocks,Block,KgNone,Brick Corner Round,,,,
brickCNRRoundTop,blocks,Block,New,Brick Corner Round Top,,,,
brickCTRpole,blocks,Block,New,brick Pole Centered,,,,
brickDestroyedBlock01,blocks,Block,KeyChanged,Brick Destroyed Block 01,,,,
brickDestroyedBlock02,blocks,Block,KeyChanged,Brick Destroyed Block 02,,,,
brickDestroyedBlock03,blocks,Block,KeyChanged,Brick Destroyed Block 03,,,,
brickGable,blocks,Block,New,brick Gable,,,,
brickGroupDesc,blocks,Block,KgNone,Type: [decea3]Block[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Carpenters Table[-]\nMaterial: [decea3]Stone[-]\n\nBrick walls offer decent protection and can be upgraded to concrete later.,,,,
brickHalf,blocks,Block,New,brick 1/2 Block,,,,
brickPlate,blocks,Block,KgNone,Brick Plate,,,,
brickRamp,blocks,Block,KgNone,Brick Ramp,,,,
brickStairs25,blocks,Block,New,brick Stairs 25,,,,
brickStairs25CornerCNR,blocks,Block,New,Brick Stairs Corner,,,,
brickWedgeCNRInsideBottom,blocks,Block,New,Brick Wedge Inside Corner Bottom,,,,
brickWedgeCNRInsideTop,blocks,Block,New,Brick Wedge Inside Corner Top,,,,
brickWedgeIncline,blocks,Block,New,Brick Wedge Incline,,,,
brickWedgeStairs,blocks,Block,New,Brick Wedge Stairs,,,,
brickWedgeTipCNRFullBottom,blocks,Block,New,Brick Wedge Full Corner Bottom,,,,
brickWedgeTipCNRFullTop,blocks,Block,New,Brick Wedge Full Corner Top,,,,
brickWedgeTipStairs,blocks,Block,New,Brick Wedge Tip Stairs,,,,
bridgeAsphaltBlock,blocks,Block,KgNone,Bridge Asphalt Block,,,,
bridgeConcreteBlock,blocks,Block,KgNone,Bridge Concrete Block,,,,
bridgeDesc,blocks,Block Building,,Use a Remote on this to toggle the bridge open or closed. Extends in a formation like this: 00X00 where X equals the placed bridge block.,,,,
bridgeMetalRivetBlock,blocks,Block,KgNone,Bridge Metal Rivet Block,,,,
bridgeSteelWide,blocks,Block Building,,Steel Drawbridge,,,,
bridgeWoodBlock,blocks,Block,KgNone,Bridge Wood Block,,,,
bridgeWooden,blocks,Block Building,,Wooden Drawbridge,,,,
brokenGlass,items,Item,KgNone,Broken Glass,,,,
brokenGlassDesc,items,Item,KgNone,Type: [decea3]Resource[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Forge[-]\nMaterial: [decea3]Glass[-]\n\nBroken glass can be smelted into glass at the forge or used to end it all if the apocalypse is just too much for you.,,,,
brokenLeg,buffs,Buff,KgNone,Broken Leg,,,,
brokenLegDesc,buffs,Buff,KgNone,Your broken leg is slowing you down. You should craft and apply a splint.,,,,
brokenLegTooltip,buffs,Buff,KgNone,Your leg is broken. A splint could speed up healing.,,,,
brownDenimPants,items,Clothes,KgNone,Brown Denim Pants,,,,
brownDenimPantsDesc,items,Item,,Type: [decea3]Armor/Clothing[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\n,,,,
browserAddFavorite,UI,Server Browser,KgNone,Add to favorites,,,,
browserAirdropInterval,UI,Server Browser,KgNone,Air Drops,,,,
browserBlockDurability,UI,Server Browser,KgNone,Block Durability,,,,
browserBloodMoonEnemyCount,UI,Server Browser,New,Blood Moon Count,,,,
browserCheatMode,UI,Server Browser,KgNone,Cheat Mode,,,,
browserClaimDeadzone,UI,Server Browser,KgNone,Claim Deadzone,,,,
browserClaimDecayMode,UI,Server Browser,KgNone,Claim Decay Mode,,,,
browserClaimDuration,UI,Server Browser,KgNone,Claim Duration,,,,
browserClaimHealthOffline,UI,Server Browser,KgNone,Claim Health Offline,,,,
browserClaimHealthOnline,UI,Server Browser,KgNone,Claim Health Online,,,,
browserClaimSize,UI,Server Browser,KgNone,Claim Size,,,,
browserConnect,UI,Server Browser,KgNone,Connect,,,,
browserDayLength,UI,Server Browser,KgNone,24 Hour Cycle,,,,
browserDaylightLength,UI,Server Browser,KgNone,Daylight Hours,,,,
browserDifficultyTooltip,UI,Server Browser,KgNone,"Difficulty\n(1 = easiest, 6 = hardest)",,,,
browserDropOnDeath,UI,Server Browser,KgNone,Drop on Death,,,,
browserDropOnQuit,UI,Server Browser,KgNone,Drop on Quit,,,,
browserEACTooltip,UI,Server Browser,KgNone,EasyAntiCheat protection,,,,
browserEnemyMemory,UI,Server Browser,KgNone,Enemy Memory,,,,
browserEnemySpawning,UI,Server Browser,KgNone,Enemy Spawning,,,,
browserFeralTooltip,UI,Server Browser,KgNone,Feral zombies,,,,
browserFriendServers,UI,Server Browser,KgNone,Servers friends are playing on,,,,
browserGameSeed,UI,Server Browser,KgNone,Game Seed,,,,
browserHistoryFavorites,UI,Server Browser,KgNone,History and Favorites,,,,
browserLAN,UI,Server Browser,KgNone,Servers on the local network,,,,
browserLootAbundance,UI,Server Browser,KgNone,Loot Abundance,,,,
browserLootRespawnInterval,UI,Server Browser,KgNone,Loot Respawn Time,,,,
browserMaxAnimals,UI,Server Browser,KgNone,Max Animals Alive,,,,
browserMaxZombies,UI,Server Browser,KgNone,Max Zombies Alive,,,,
browserModdedServers,UI,Server Browser,KgNone,Modded Servers,,,,
browserPasswordTooltip,UI,Server Browser,KgNone,Password required,,,,
browserPeerToPeer,UI,Server Browser,KgNone,Peer2Peer games,,,,
browserPingTooltip,UI,Server Browser,KgNone,Ping,,,,
